,id,title,author_info,rating,pros,cons,Date,Location,Status
767,767,idkk,"Apr 21, 2022 - Data Scientist in Mumbai",5,"Good salary, Good co workers",Not so good work environment,"Apr 21, 2022 ",Mumbai, Data Scientist
768,768,Gud company,"Apr 22, 2022 - VBI-RC Associate in New Delhi",5,Supportable managers very good working atmosphere,No cons till now for the company everyone here is amazing,"Apr 22, 2022 ",None, VBI
769,769,Great work culture,"Apr 22, 2022 - Transaction Risk Investigator in Hyderābād",5,Diversity Great leadership Colleagues are helpful,More transparency needed in terms of performance evaluation.,"Apr 22, 2022 ",Hyderābād, Transaction Risk Investigator
770,770,Good,"Apr 22, 2022 - Subject Matter Expert in Bangalore",5,Good place for freshers. Had a lot of learning.,Slow growth. management politics. Amateur management.,"Apr 22, 2022 ",Bangalore, Subject Matter Expert
771,771,Good Work culture,"May 6, 2022 - Anonymous Employee in Chennai",4,Flexible Supportive Good work life balance More perks More appreciation,Low Growth More Compitition More Pressure Big Management More procedures,"May 6, 2022 ",Chennai, Anonymous Employee
772,772,Great Experience,"May 6, 2022 - Customer Service Associate in Noida",4,"Great Atmosphere, Good Learning, Work-Life Balance,","Average Payout, Monotonous, Very Versatile","May 6, 2022 ",Noida, Customer Service Associate
773,773,Good for freshers,"May 6, 2022 - Associate, Quality Services in Chennai",4,1.Amazing culture 2.Opportunities for growth. 3.Lot of Benefits.,1.Less CTC compared to other companies 2. Promotions won't be given for atleast 2 years.,"May 6, 2022 ",Chennai," Associate, Quality Services"
774,774,Great place,"May 6, 2022 - Anonymous Employee in Hyderābād",4,Career Growth Highest industry comp,Work life balance No free food,"May 6, 2022 ",Hyderābād, Anonymous Employee
775,775,good,"May 6, 2022 - Software Engineer in Hyderābād",4,"work-life balance, productive work, good environment","less mentorship, not lesson to new employees decisons","May 6, 2022 ",Hyderābād, Software Engineer
776,776,Good work culture,"May 6, 2022 - Senior Catalog Associate in Chennai",4,In Amazon you will always get a opportunity to learn new things even at non tech role you will get opportunity to improve your technical skills,"Sometimes we feel pressure due to business needs, but most of the time its always fun to be with amazon","May 6, 2022 ",Chennai, Senior Catalog Associate
777,777,Good 👍company,"May 7, 2022 - Costomer Service Representative in Hyderābād",2,Amzon is the biggest company to utilse my skillss to improve my career path,My aim to get a good job where I can improve my knowledge,"May 7, 2022 ",Hyderābād, Costomer Service Representative
778,778,Good Work Culture,"May 6, 2022 - Software Development Engineer (SDE) in Bangalore",3,"Faster Growth , Better Pay, Great Work Culture","Competative Work Culture, Work Timings","May 6, 2022 ",Bangalore, Software Development Engineer (SDE)
779,779,good place to work,"May 6, 2022 - in Bangalore",3,"salary on time, extra pay, office environment","favouritism, lack of growth opportunities. office politics.","May 6, 2022 ",Bangalore,
780,780,Too much politics,"May 6, 2022 - Data Analyst in Hyderābād",3,1. Work life Balance 2. Leaves 3. Maternity Benefits 4. Learning about business,1. Politics 2. Appraisal feedback is based on others opinions instead of your deliverables 3. No Recognition for work. 4. No Support 5. Half of your package is in the form of RSU/Stocks which is not good at all.,"May 6, 2022 ",Hyderābād, Data Analyst
781,781,Executive Customer Representative,"Apr 21, 2022 - Executive Customer Representative in Indore",5,"work life balance, salary, meal cards,",none I have found till now,"Apr 21, 2022 ",Indore, Executive Customer Representative
782,782,Best place to work !,"Apr 21, 2022 - T4 Associate in Mumbai",5,1) They guide you through every step. Right from On-boarding to training to production. 2) World Class Training facility. 3) Managers and Leaders are very welcoming and supportive.,NOTHING AS OF NOW !,"Apr 21, 2022 ",Mumbai, T4 Associate
783,783,Always Day1 @Amazon,"Apr 21, 2022 - Software Development Engineer In Test (SDET) II in Bangalore",5,1. Career focussed and you get to work with a lot of Awesome Teams 2. Excellent Office Infrastructure 3. Process Management is the best I have worked with. 4. You get to learn a lot from an awesome batch of people including both technical and managerial skills 5. Pay structure is highly beneficial,"1. Apart from pay, there are not a lot of other benefits like parental insurance. 2. Working hours is long especially if you are doing it from home 3. Huge system and hence learning curve will be somewhat high when compared with others.","Apr 21, 2022 ",Bangalore, Software Development Engineer In Test (SDET) II
784,784,Amazon,"Apr 21, 2022 - in Noida",5,Work life balance Great leadership,Pay scale is not great,"Apr 21, 2022 ",Noida,
785,785,Awsome,"Apr 21, 2022 - Channel Team Lead in New Delhi",5,"Great organization , better opportunities for growth",No such cons are observed,"Apr 21, 2022 ",New Delhi, Channel Team Lead
786,786,Good,"Apr 21, 2022 - Business Analyst in Bangalore",5,Good company to work for,No cons such in the company,"Apr 21, 2022 ",Bangalore, Business Analyst
787,787,Good company,"Apr 21, 2022 - Customer Service Associate in Pune",5,"You'll get to work with great managers, easy leave policies.",Upper management never accepts their mistakes,"Apr 21, 2022 ",Pune, Customer Service Associate
788,788,Good,"Apr 21, 2022 - Software Development Engineer (SDE) in Hyderābād",5,Nice money and reputation with pride,"Work load is heavy ,yes","Apr 21, 2022 ",Hyderābād, Software Development Engineer (SDE)
789,789,Work culture and salary,"Apr 21, 2022 - Software Development Engineer (SDE) in Bangalore",5,1. One of the best work life balance if you have good team and manager. 2. Latest CTC is best as compare to other MNCs.,Sometimes you have to attend meetings at 12am.but it's totally belongs to your team.,"Apr 21, 2022 ",Bangalore, Software Development Engineer (SDE)
790,790,good,"Apr 21, 2022 - Customer Service Associate in Pune",5,"all good at amazon,its heaven",nothing while working with amazon,"Apr 21, 2022 ",Pune, Customer Service Associate
791,791,Interview & Onboarding,"May 4, 2022 - Senior FinOps Analyst in Pune",4,"1. Once I got the interview call, the process happened very quick & smooth. Recruiting manager was very helpful. 2. Interview questions were practical and applicable to the job profile only. The interviewer had asked to act out the role of an Amazon employee in discussion with the vendor since my hiring was to the Disputes team. Also another question they asked was ""how have you made a positive impact at your previous/current job?"" 3. Onboarding process at Amazon is very easy and they make you feel very comfortable, relaxed. Every detail is shared on email and manager had been very kind to explain various aspects in detail. 4. Salary was negotiated since I had another job offer in hand.",I wish process training was more in-depth but that also could have been due to the online training & onboarding constraints. Manager was very busy and onboarding buddy for me was also not available so had to reply on the little time that manager could genuinely spare.,"May 4, 2022 ",Pune, Senior FinOps Analyst
792,792,GOOD WORK PLACE,"May 5, 2022 - Investigator in Hyderābād",4,"good work culture, well trained Team leaders",Starting you may face difficulty but team members will help you.,"May 5, 2022 ",Hyderābād, Investigator
793,793,Good,"May 5, 2022 - Investigations Specialist in Bangalore",4,It is okay company pay is less,Pay is very lesss to be honest,"May 5, 2022 ",Bangalore, Investigations Specialist
794,794,Most suitable for the people in their early and mid twenties,"May 5, 2022 - Transaction Risk Investigator in Bangalore",4,"Leaves are the benefits thing in Amazon. For a person working in operations department, there are 12 Sick leaves, 12 Casual leaves and 15 Annual leaves along with 5 Optional offs and Mandatory Offs each. Hence in total we get around 50 days leaves in a year, but it's just that you have to plan it accordingly so that your leaves won't affect the team shrinkage or company's performance. Also we get an yearly Bonus along with the performance hike.",Though the hike for operations department is considerably low with respect to Tech teams. Process is kind of repetitive and growth is low,"May 5, 2022 ",Bangalore, Transaction Risk Investigator
795,795,It is good for freshers,"May 5, 2022 - Customer Service Associate in Pune",4,Good manager and environment in Amazon,Very frustrating customer reviews are there,"May 5, 2022 ",Pune, Customer Service Associate
796,796,Monotonous,"May 5, 2022 - Quality Associate in Hyderābād",4,Not much work and good team,Repetitive in nature and no scope for improvement,"May 5, 2022 ",Hyderābād, Quality Associate
797,797,Okay if your a PM,"May 6, 2022 - User Experience Designer in Bangalore",2,Large scale of impact. designing for 100M active users in india,Too PM focused. fit and finish takes a back seat. Not a design driven company,"May 6, 2022 ",Bangalore, User Experience Designer
798,798,Dissatisfaction at work,"May 6, 2022 - Business Operations Specialist in Hyderābād",2,Flexibility to work No long hours,No opportunity visible for the position growth Unrealistic Deadlines to meet,"May 6, 2022 ",Hyderābād, Business Operations Specialist
799,799,great place to work,"May 5, 2022 - Controllership Specialist in Hyderābād",3,great place to work at,very slow career growth in the company,"May 5, 2022 ",Hyderābād, Controllership Specialist
800,800,good,"Apr 20, 2022 - Seller Support Associate in Chennai",5,great job for a fresher.,none. you will still learn a lot.,"Apr 20, 2022 ",Chennai, Seller Support Associate
801,801,Very good,"Apr 20, 2022 - Sps Associate in Bangalore",5,Lot to learn and very good,Nothing as such . . .,"Apr 20, 2022 ",Bangalore, Sps Associate
802,802,Nice place to work,"Apr 20, 2022 - Anonymous Employee in Chennai",5,"Work life balance , Nice salary",Boring repeating work and repeating,"Apr 20, 2022 ",Chennai, Anonymous Employee
803,803,Great place to work,"Apr 20, 2022 - Program Manager in Bangalore",5,Dynamic work environment Growth opportunities Flexible work,Performance review process that happens on a yearly basis,"Apr 20, 2022 ",Bangalore, Program Manager
804,804,A great job profile,"Apr 20, 2022 - Associate Site Merchandiser in Bangalore",5,Really loved the work and the learning in the role was tremendous.,Could a little stressful atleast during the events,"Apr 20, 2022 ",Bangalore, Associate Site Merchandiser
805,805,na,"Apr 20, 2022 - Associate in Bangalore",5,work life balance is amazing,some time feel boring doing same task everyday,"Apr 20, 2022 ",Bangalore, Associate
806,806,Good,"Apr 20, 2022 - Catlog Associate in Indi, Karnataka",5,Good work culture and friendly coleagues,No big cons as such with the company,"Apr 20, 2022 ","Indi, Karnataka", Catlog Associate
807,807,Good culture,"Apr 20, 2022 - Transaction Risk Investigator in Bangalore",5,"a great workplace, better benefits for employees.","Do not be afraid of anyone, there will be a lot of micromanagement, if you are scared of escalating your issues this is not the place for you","Apr 20, 2022 ",Bangalore, Transaction Risk Investigator
808,808,You need to experience the Amazon Culture,"Apr 20, 2022 - Device Associate I in Bangalore",5,"It has been a few months since I joined Amazon and I really enjoy working here . From our manager to colleagues - everyone is extremely supportive , kind and very empathetic . I really enjoy the drive here and how clear our goals are and how the team efforts are seen .","As we are working from home right now , there is a bit of communication gap which is not an issue as office is opening soon.","Apr 20, 2022 ",Bangalore, Device Associate I
809,809,Company review,"May 3, 2022 - Senior Compliance Associate in Bangalore",4,Work environment is great. Vast opportunities,No con as of now,"May 3, 2022 ",Bangalore, Senior Compliance Associate
810,810,It's a good place to work,"May 4, 2022 - Transportation Specialist in Hyderābād",4,It's an employee friendly company,It a a nice place to work but too much stress as per the pay,"May 4, 2022 ",Hyderābād, Transportation Specialist
811,811,Amazing company to start your career,"May 4, 2022 - Ad Ops Services Associate in Bangalore",4,"Infrastructure is great, good visibility if top performer and based on your skillset","None, if you are fresher","May 4, 2022 ",Bangalore, Ad Ops Services Associate
812,812,Good work life balance,"May 4, 2022 - Catalog Associate in Chennai",4,Work Life Balance Benefits Good office space Good work culture,Pay is low. Management is not great.,"May 4, 2022 ",Chennai, Catalog Associate
813,813,Not good,"May 5, 2022 - Manager in Bangalore",2,No pros to mention. Not having a good time,Very high workload all the time.,"May 5, 2022 ",Bangalore, Manager
814,814,Customer Service Representative,"May 4, 2022 - Customer Service Representative in Coimbatore",3,a good place to work and settle,very nice to work here,"May 4, 2022 ",Coimbatore, Customer Service Representative
815,815,Tough Place,"May 4, 2022 - Program Manager II in Hyderābād",3,Salary is decent for India,Working Timelines are super abrasive,"May 4, 2022 ",Hyderābād, Program Manager II
816,816,Worked kn various types of leave requested by employees and processing their payments and benefits,"Apr 19, 2022 - ERC - DLS Associate in Hyderābād",5,Amazing work culture Career opportunities Salary increment Perks and benefits,No cons as of now,"Apr 19, 2022 ",None, ERC 
817,817,employment status,"Apr 19, 2022 - Advisor in Hyderābād",5,It such fun place to work at with so many opportunities,growth sometimes becomes slow here.,"Apr 19, 2022 ",Hyderābād, Advisor
818,818,Pathetic work culture,"May 25, 2022 - Software Development Engineer in Hyderābād",1,"Pay is good, benefits are decent",Work life balance is pathetic,"May 25, 2022 ",Hyderābād, Software Development Engineer
819,819,Excellent place to work,"Apr 30, 2022 - Virtual Customer Service in Calcutta",4,1. Timely salary by the end of the month. 2. No targets 3. Good behaviour from Managers 4. Helpful and great work culture. 5. Meal pass,1. Salary structure could be better 2. Lesser growth opportunities. 3. Hectic 4. Mismanaged rewarding system 5.,"Apr 30, 2022 ",Calcutta, Virtual Customer Service
820,820,PRESSURE!!,"May 4, 2022 - VBI-RC Associate in Noida",2,"Only a few like meal card, internet allowance, overtime allowance.","Too much hectic! One have to dedicate full shift hours at screen without moving a bit. You have to meet such stringent targets all the time else they won't live you peacefully a single day! You have to work like a robot exactly to meet the targets. Such a worst job! You can only move 20 minutes in 9 hrs shift to stretch or have some food, rest hours you have to nonstop do the robot like work by taking huge load on your brain. SALARY IS BELOW PAR as per the expertise the job demands. Don't join else you will have nightmare each day.","May 4, 2022 ",None, VBI
821,821,Awesome place to work,"Apr 15, 2022 - in Pune",5,Streamlined work culture and work life balance helps me stay with Amazon,There are not many I can say,"Apr 15, 2022 ",Pune,
822,822,Tron associate,"Apr 8, 2022 - Tron Associate in Bangalore",5,"One of the best work culture,lots of benifits including TA , Food allowance,",The process is so hectic. Around 50% who joined this position with me got off from the company . I have knowledge only about the tron process,"Apr 8, 2022 ",Bangalore, Tron Associate
823,823,AWSome Company !,"Apr 18, 2022 - Technical Account Manager in Pune",5,- Good package - Day 1 culture - Learning Curve - work life balance,#NAME?,"Apr 18, 2022 ",Pune, Technical Account Manager
824,824,Excellent,"Apr 18, 2022 - Transaction Risk Investigator in Bangalore",5,"work environment, training sessions, learning","manager responsiveness, week offs, breaks","Apr 18, 2022 ",Bangalore, Transaction Risk Investigator
825,825,Job Experience,"Apr 18, 2022 - Production Editor in Chennai",5,Wonderful place to learn and leap,Only getting promotion is much difficult.,"Apr 18, 2022 ",Chennai, Production Editor
826,826,Product Compliance,"Apr 18, 2022 - Senior Associate in Bangalore",5,Excellent work life Balance and Benifits,No Negatives for this company,"Apr 18, 2022 ",Bangalore, Senior Associate
827,827,Great at everything,"Apr 18, 2022 - Seller Support Associate in Hyderābād",5,1. No work pressure 2. Better salary than other companies 3. around 50 leaves per year and we can apply directly without requesting anyone for the most part 4. Growth oppurtunities 5. They've given choice to choose WFH for those who joined before March 2022,Nothing as per now in my experience,"Apr 18, 2022 ",Hyderābād, Seller Support Associate
828,828,Pathetic work culture,"May 25, 2022 - Software Development Engineer in Hyderābād",1,"Pay is good, benefits are decent",Work life balance is pathetic,"May 25, 2022 ",Hyderābād, Software Development Engineer
829,829,Excellent place to work,"Apr 30, 2022 - Virtual Customer Service in Calcutta",4,1. Timely salary by the end of the month. 2. No targets 3. Good behaviour from Managers 4. Helpful and great work culture. 5. Meal pass,1. Salary structure could be better 2. Lesser growth opportunities. 3. Hectic 4. Mismanaged rewarding system 5.,"Apr 30, 2022 ",Calcutta, Virtual Customer Service
830,830,PRESSURE!!,"May 4, 2022 - VBI-RC Associate in Noida",2,"Only a few like meal card, internet allowance, overtime allowance.","Too much hectic! One have to dedicate full shift hours at screen without moving a bit. You have to meet such stringent targets all the time else they won't live you peacefully a single day! You have to work like a robot exactly to meet the targets. Such a worst job! You can only move 20 minutes in 9 hrs shift to stretch or have some food, rest hours you have to nonstop do the robot like work by taking huge load on your brain. SALARY IS BELOW PAR as per the expertise the job demands. Don't join else you will have nightmare each day.","May 4, 2022 ",None, VBI
831,831,Awesome place to work,"Apr 15, 2022 - in Pune",5,Streamlined work culture and work life balance helps me stay with Amazon,There are not many I can say,"Apr 15, 2022 ",Pune,
832,832,Tron associate,"Apr 8, 2022 - Tron Associate in Bangalore",5,"One of the best work culture,lots of benifits including TA , Food allowance,",The process is so hectic. Around 50% who joined this position with me got off from the company . I have knowledge only about the tron process,"Apr 8, 2022 ",Bangalore, Tron Associate
833,833,AWSome Company !,"Apr 18, 2022 - Technical Account Manager in Pune",5,- Good package - Day 1 culture - Learning Curve - work life balance,#NAME?,"Apr 18, 2022 ",Pune, Technical Account Manager
834,834,Excellent,"Apr 18, 2022 - Transaction Risk Investigator in Bangalore",5,"work environment, training sessions, learning","manager responsiveness, week offs, breaks","Apr 18, 2022 ",Bangalore, Transaction Risk Investigator
835,835,Job Experience,"Apr 18, 2022 - Production Editor in Chennai",5,Wonderful place to learn and leap,Only getting promotion is much difficult.,"Apr 18, 2022 ",Chennai, Production Editor
836,836,Product Compliance,"Apr 18, 2022 - Senior Associate in Bangalore",5,Excellent work life Balance and Benifits,No Negatives for this company,"Apr 18, 2022 ",Bangalore, Senior Associate
837,837,Great at everything,"Apr 18, 2022 - Seller Support Associate in Hyderābād",5,1. No work pressure 2. Better salary than other companies 3. around 50 leaves per year and we can apply directly without requesting anyone for the most part 4. Growth oppurtunities 5. They've given choice to choose WFH for those who joined before March 2022,Nothing as per now in my experience,"Apr 18, 2022 ",Hyderābād, Seller Support Associate
838,838,Work Culture,"May 2, 2022 - Product Compliance Manager in Bangalore",4,"Flexible work structure. Focus on diversity, equality & Inclusion.",Focus on compensation is required.,"May 2, 2022 ",Bangalore, Product Compliance Manager
839,839,Hectic but rewarding,"May 2, 2022 - Data Analyst in Bangalore",4,Best support from peers and management.,extra long working hours and sometimes have to work on weekends also.,"May 2, 2022 ",Bangalore, Data Analyst
840,840,Amazon Customer Service Executive International Voice (For NA Customers),"May 2, 2022 - in Hyderābād",4,"Develop your Interpersonal, Communication & Language Skills. Western Work Culture. Broad Minded & Extroverted People. Amazing Employee Benefits. Rotational Work Shift Timings with 2 day week-off.",Work might get boring & stressful over a period of time. No physical activity because it's a desk job requiring a lot of mental ability & skill set. Work & Personal Life balance might become a bit off if you don't plan your day properly.,"May 2, 2022 ",Hyderābād,
841,841,Site Lead - Last mile delivery station,"May 3, 2022 - Operations Manager in Indore",2,Employee benefits. Salary. Leaves. Incentive,Too much politics. Lack of leadership support. Weak HR. Long work hours. Too much pressure of work resulting in unnecessary stress .,"May 3, 2022 ",Indore, Operations Manager
842,842,Depends on the team you work for,"May 2, 2022 - Program Manager in Bangalore Rural",3,Learning for growth and skills,"pay, promotion and Hike is horrible for the amount of work a person does","May 2, 2022 ",Bangalore Rural, Program Manager
843,843,Low work life balance,"May 2, 2022 - Team Leader in Calcutta",3,Package 5 days work Benefits,Excessive pressure More dictatorship Bad appraisal,"May 2, 2022 ",Calcutta, Team Leader
844,844,Good work culture,"May 2, 2022 - Process Associate in Bangalore",3,amazing work culture and great support from the team,stressful work and wish there was better work load management,"May 2, 2022 ",Bangalore, Process Associate
845,845,RME Coordinator at Amazon India(ASSPL) with 2+ years of experience in Facility Management.,"May 2, 2022 - RME Coordinator in Calcutta",3,Career Development. Good Work environment. Good benefits and compensations,Average Work-Life Balance. 24*7 availability on week-off and PTO Promotion is dependent on reporting Manager's feedback,"May 2, 2022 ",Calcutta, RME Coordinator
846,846,Great Work Culture,"Apr 17, 2022 - Sales Associate in Bangalore",5,"Managers are very helpful to guide whenever I stuck somewhere. Great facilities are provided in office premises like Gaming , Canteen , Kitchenette. Proper process is made for every actionable item. Very fast reimbursement process for in work expenses.",High Competition for Next level promotions.,"Apr 17, 2022 ",Bangalore, Sales Associate
847,847,Virtually customer support,"Apr 17, 2022 - VCS Customer Service Representative in Lucknow",5,Work life balance 2 week offs in some shift 3 week offs Cool managers,There are Limited IJPs in this role,"Apr 17, 2022 ",Lucknow, VCS Customer Service Representative
848,848,happy to be a part of amazon,"Apr 17, 2022 - Associate, Quality Services in Chennai",5,amazing work culture good work life balance,no bad experiences so far,"Apr 17, 2022 ",Chennai," Associate, Quality Services"
849,849,Salary not sufficient,"May 1, 2022 - Transaction Risk Investigator (TRMS) in Bangalore",4,work culture is amazing and bonus is good,boring repeative work and unsatisfying work,"May 1, 2022 ",Bangalore, Transaction Risk Investigator (TRMS)
850,850,It's Still Day One,"May 1, 2022 - AHS Specialist in Hyderābād",4,"When you join a big company like amazon you will understand how the boss mind works to keep his business running, how the boss lends a ear to his critics and works on it, working on the drawbacks and making them strong again to stay on the top you have to make sacrifices for good or bad. In Simple words Survival of the fittest. Its Day One cause you learn each day about your role, company or about your workplace. Don't stop learning, Don't stop exploring, Don't stop inventing & Most Important Don't Stop Trying New things.","Cons depends on each and ever individual my Cons maybe Pros in some one area of expertise, and vice verse. But still to be frank there must be some one to guide during starting of new hire training about inside use of amazon not the process but how to navigate and use amazon A to Z facilities.","May 1, 2022 ",Hyderābād, AHS Specialist
851,851,The Management staff in Amazon IN is terrible,"May 23, 2022 - D2AS - Customer Service in Pune",1,Honestly dont see any pros if you are placed in the IN Team,"Horrible support system from Manager's and GRPMs there is noone you can reach out to when needed, manager's take leaves whenever they feel like without arranging someone for backup if any queries come up, if you need help with anything neither GRPM is available and.reaching out to the HR is a entirely different task as you cant connect with them unless you go through their so called employee pyramid","May 23, 2022 ",None, D2AS 
852,852,Not worth it,"May 2, 2022 - Machine Learning Data Associate in Hyderābād",2,Transport facility Food coupons Fixed timings Sometimes no work at all,No growth Low hikes Micromanagement Mobiles not allowed,"May 2, 2022 ",Hyderābād, Machine Learning Data Associate
853,853,Good,"May 1, 2022 - Process Lead in Hyderābād",3,"Good work culture, diversity and nice allowances","Nothing much, but sometimes work feels hectic","May 1, 2022 ",Hyderābād, Process Lead
854,854,Amazon Business analyst salaries,"Apr 29, 2022 - Business Analyst in Bangalore",4,#NAME?,#NAME?,"Apr 29, 2022 ",Bangalore, Business Analyst
855,855,Nice Company to start your career,"Apr 30, 2022 - Software Development Engineer in Gurgaon, Haryana",4,"High Package, Bonuses, Work Life Balance, Work Environment, Colleagues",Sometimes high amount of work may come,"Apr 30, 2022 ","Gurgaon, Haryana", Software Development Engineer
856,856,Employee benefits,"Apr 30, 2022 - Senior Quality Analyst in Bangalore",4,15 Annual leaves that can be carried forward 12 Casual Leaves and 12 Sick Leaves Cab Allowance Food coupon Home internet reimbursement during WFH Annual gifts,Growth is not there or very slow,"Apr 30, 2022 ",Bangalore, Senior Quality Analyst
857,857,Amazon India,"Apr 30, 2022 - Sps Associate in Bangalore",4,Good place to work. Flexibility to work.,i don't find any con's till date.,"Apr 30, 2022 ",Bangalore, Sps Associate
858,858,Good,"Apr 13, 2022 - Software Engineer in Bangalore",5,Good environment and good learning,No cons as such for now,"Apr 13, 2022 ",Bangalore, Software Engineer
859,859,Great Place To Work,"Apr 14, 2022 - Scheduler in Bangalore",5,Employee centered fair compensation work culture management open door policy,There is not much that a employee can complain about.,"Apr 14, 2022 ",Bangalore, Scheduler
860,860,HIghlist of Work Life Balance,"Apr 14, 2022 - Process Lead in Chennai",5,I believe this is the best company I had ever worked which always keeps his employees first with the employee centricity.,Nothing to share in that way.,"Apr 14, 2022 ",Chennai, Process Lead
861,861,One of the Best place to work,"Apr 14, 2022 - Anonymous Employee in Bangalore",5,Great work life balance Salary is great,Nothing I have faced so far,"Apr 14, 2022 ",Bangalore, Anonymous Employee
862,862,Salary,"Apr 14, 2022 - Cloud Support Associate in Hyderābād",5,"Friendly Environment, No bias, Skill set is respected.",No cons during my work period.,"Apr 14, 2022 ",Hyderābād, Cloud Support Associate
863,863,Seller Partner Support Associate,"Apr 27, 2022 - Amazon Seller Support Associate in Hyderābād",4,good leave policy and supportive team,requires more training and too much of over time work,"Apr 27, 2022 ",Hyderābād, Amazon Seller Support Associate
864,864,Okok,"Apr 28, 2022 - SDS Associate in Hyderābād",4,"Benifits, culture, leave policy, insurance",Politics politics politics politics politics,"Apr 28, 2022 ",Hyderābād, SDS Associate
865,865,Good Company but don't stuck to one team,"Apr 28, 2022 - Senior Business Analyst in Bangalore",4,it is a very good company but never stuck to one team otherwise your job will be at risk,few managers put senior people in PIP just to avoid question from HR why those people have not been promoted yet.,"Apr 28, 2022 ",Bangalore, Senior Business Analyst
866,866,"Good work environment, less salary","Apr 28, 2022 - Process Associate in Bangalore",4,"Work culture, community, diversity, compensation, benefits and overall experience is amazing",Poor salary and career growth,"Apr 28, 2022 ",Bangalore, Process Associate
867,867,Good Experience,"Apr 28, 2022 - SDE1 () in Bangalore",4,Got to learn a lot,Things happen really slow in terms of ownership,"Apr 28, 2022 ",Bangalore, SDE1 ()
868,868,Good,"Apr 28, 2022 - Catalog Associate in Bangalore",4,Great work culture is what its known for,No proper hikes and promotions,"Apr 28, 2022 ",Bangalore, Catalog Associate
869,869,"XRay Team - Worst Toxic Culture, Clueless Managers","May 19, 2022 - SDE-2 in Bangalore",1,Nothing I can think of right now.,"Clueless, having heard mentality managers. Toxic, egoistic colleagues, good people are leaving team. Toxic Culture, no work life balance. Managers only say they will listen, but they are clueless and having heard mentality leading to toxic work culture. Managers tell lame stories in name of feedback in 1:1 session.","May 19, 2022 ",None, SDE
870,870,Good experience,"Apr 9, 2022 - Virtual SDS Associate in Bangalore",5,Good work culture and peculiar environment,"As of now the only problem is, it's rotational shifts and week off's","Apr 9, 2022 ",Bangalore, Virtual SDS Associate
871,871,Tron Associate,"Apr 13, 2022 - TRON Associate- L2 in Hyderābād",5,"Good team, Easy work, Good environment",No Cons as per my Experience,"Apr 13, 2022 ",None, TRON Associate
872,872,Manager,"Apr 13, 2022 - Manager Operations in Chennai",5,You will learn the product based company management and culture,Too much doc works involved for each and every work you do,"Apr 13, 2022 ",Chennai, Manager Operations
873,873,Great place to work,"Apr 13, 2022 - Seller Support Associate in Hyderābād",5,Good trainers and supportive team.,As of now everything is going good,"Apr 13, 2022 ",Hyderābād, Seller Support Associate
874,874,Great company and great work,"Apr 13, 2022 - Principal Software Engineer in Hyderābād",5,Amazon is great company to work,Lot of expectations and role responsibility is vague,"Apr 13, 2022 ",Hyderābād, Principal Software Engineer
875,875,High quality but high quantity work,"Apr 13, 2022 - Operations Manager in Bangalore",5,Gr8 work and extremely smart colleagues,High job stress and long work hours,"Apr 13, 2022 ",Bangalore, Operations Manager
876,876,Sr. Associate,"Apr 13, 2022 - Senior Associate in Bangalore",5,Good company to work with,Nothing bad about the company,"Apr 13, 2022 ",Bangalore, Senior Associate
877,877,amacon company is always respect employee,"Apr 13, 2022 - in Gurgaon, Haryana",5,Always respect worker on time pay roll,Many challenge but always accept challenge,"Apr 13, 2022 ","Gurgaon, Haryana",
878,878,Great Place to Work,"Apr 13, 2022 - Quality Lead in Chennai",5,Good Support from Team . So much of learning oppurtunities.,More Meetings. Evaluation of an employee is largely goal/result oriented .,"Apr 13, 2022 ",Chennai, Quality Lead
879,879,Awesome,"Apr 13, 2022 - Associate in Bangalore",5,Awesome work culture more benefits,Everything is fine with Amazon,"Apr 13, 2022 ",Bangalore, Associate
880,880,Good,"Apr 27, 2022 - Customer Service Representative in Hyderābād",4,"Best organization to work, more growth.",There are no cons that I've observed,"Apr 27, 2022 ",Hyderābād, Customer Service Representative
881,881,good,"Apr 27, 2022 - Anonymous Employee in Bangalore",4,good environment good environment good culture,None none none none none,"Apr 27, 2022 ",Bangalore, Anonymous Employee
882,882,Haven't worked enough to submit a review,"Apr 27, 2022 - TRON Associate- L2 in Noida",4,Supportive team. Good work culture.,Very hectic job. No room for error.,"Apr 27, 2022 ",None, TRON Associate
883,883,Pathetic,"May 19, 2022 - VCS Customer Service Representative in New Delhi",1,Big Company High Exposure Work From Home PF ESI,Call flow is very high Training period is very less Company only wants positive feedback Fixed break times(Horrible) No one cares how u feel Very stressful Uncultured customers blame agent unnecessarily Every higher hierarchy tries to crush their immediate level Too strict Unrealistic targets which we can meet only by luck Salary is not just for the stress agent bears Growth is very slow Health issues,"May 19, 2022 ",New Delhi, VCS Customer Service Representative
884,884,..,"Apr 26, 2022 - Senior Compliance Associate in Bangalore",3,"environment, policy, profile, salary, work life","target, wfh is difficult, online team huddle","Apr 26, 2022 ",Bangalore, Senior Compliance Associate
885,885,Bad,"Apr 27, 2022 - Resolution Specialist in Indore",3,Work from home is the only good thing,No growth No good increment. Management is not supportive.,"Apr 27, 2022 ",Indore, Resolution Specialist
886,886,Good,"Apr 27, 2022 - CSA - Customer Service Associate in Pune",3,"Payment on time, it's a good thing to get paid on time.","Too much call frequency, should be less","Apr 27, 2022 ",None, CSA 
