,Unnamed: 0,title,author_info,rating,pros,cons
720,720,Good salary for freshers,"May 10, 2022 - Transportation Specialist in Hyderābād",4,"['great', 'pay', 'overtime']","['hectic', 'job', 'free', 'time']"
721,721,Best place to work,"May 10, 2022 - Machine Learning Associate II in Chennai",4,"['good', 'culture', 'environment', 'start', 'work']","['responsibilities', 'interest', 'grow', 'organization']"
722,722,Decent work life balance,"May 10, 2022 - Data Analyst in Hyderābād",4,"['opportunities', 'learn', 'grow']","['compensation', 'lower', 'side', 'promotions', 'easy', 'come', 'even', 'tenure']"
723,723,Amazon review,"May 10, 2022 - in Noida",4,"['flexibility', 'easy', 'work', 'descision', 'taking', 'power']","['unrealistic', 'target', 'expectations', 'sometimes', 'much', 'work', 'load']"
724,724,Operational job,"Jun 1, 2022 - Software Developer in New Delhi",1,"['growth', 'salary']","['stress', 'operational', 'coding']"
725,725,Good company with some cons,"May 7, 2022 - Market Research Analyst in Chennai",4,"['freedom', 'come', 'projects', 'create', 'visibility', 'employee', 'complaints', 'harrassment', 'taken', 'seriously']","['amazon', 'sometimes', 'feels', 'like', 'collection', 'thousands', 'startups', 'combined', 'one', 'process', 'program', 'department', 'lead', 'spending', 'time', 'connecting', 'stakeholders', 'get', 'things', 'done', 'leadership', 'interested', 'project', 'work', 'outright', 'decline', 'give', 'reasons', 'ghost', 'instead', 'un', 'motivating']"
726,726,Good experience,"May 10, 2022 - Automation Lead in Bangalore",3,"['good', 'work', 'culture', 'infrastructure']","['need', 'better', 'communication', 'transparency', 'work', 'expectations']"
727,727,Good experience,"Apr 24, 2022 - Applications Engineer in Bangalore",5,"['good', 'culture', 'leadership', 'principles', 'taken', 'seriously']","['physiological', 'work', 'pressure', 'fast', 'paced', 'environment']"
728,728,Best place to work,"Apr 25, 2022 - Senior Solutions Architect in Gurgaon, Haryana",5,"['architect', 'place', 'provides', 'opportunities', 'need', 'order', 'excel', 'days', 'boarding', 'plan', 'employee', 'learn', 'organization', 'excellent', 'compensation', 'structure', 'amazon', 'culture', 'peculiar', 'good', 'flat', 'hierarchy', 'great', 'benefits', 'workplace', 'work', 'best', 'industry', 'life', 'balance', 'depends', 'business', 'unit', 'general', 'get', 'ample', 'opportunity', 'harmonize']","['none', 'far', 'however', 'ready', 'pull', 'socks', 'bar', 'pretty', 'high', 'amazon']"
729,729,Good Work space environment,"Apr 25, 2022 - Automation Analyst in Bangalore",5,"['good', 'leaders', 'available', 'work']","['time', 'money', 'gets', 'cancelled', 'sometimes']"
730,730,Amazing and bad,"Apr 25, 2022 - Project Manager in New Hubli",5,"['amazing', 'peers', 'quentin', 'tarantino', 'really', 'funny']","['much', 'feet', 'honest']"
731,731,TRMS,"Apr 25, 2022 - Transaction Risk Investigator (TRMS) in Hyderābād",5,"['better', 'work', 'life', 'balance', 'perks', 'leaves']","['targets', 'ijps', 'difficult', 'routine', 'job']"
732,732,Top benefits to employees,"Apr 25, 2022 - Data Associate Alexa in Chennai",5,"['employee', 'centric', 'organization', 'management', 'excellent', 'chill', 'environment']","['per', 'calculations', 'experience', 'amazon', 'best', 'place', 'work', 'india', 'pay', 'good', 'packages']"
733,733,All good at place,"Apr 25, 2022 - in Hyderābād",5,"['best', 'customer', 'service', 'providing', 'resolution', 'within', 'call', 'little', 'span', 'time']","['shift', 'timings', 'something', 'needs', 'improved']"
734,734,Excellent Career opportunity,"Apr 25, 2022 - Catalog Associate in Chennai",5,"['rotational', 'shifts', 'work', 'life', 'balance', 'excellent', 'job', 'training']","['monotonous', 'nature', 'repeated', 'work', 'target', 'oriented', 'peak', 'season', 'prospects', 'outside', 'organization', 'pressure']"
735,735,Risk operations,"Apr 25, 2022 - Process Expert in Bangalore",5,"['good', 'work', 'culture', 'friendly', 'environment', 'nice', 'management']","['long', 'work', 'hours', 'travel', 'distance', 'streches', 'required']"
736,736,Excellent,"Apr 25, 2022 - Tech Support Specialist in Bangalore",5,"['everything', 'good', 'well', 'going']","['shift', 'timings', 'might', 'hard', 'someone']"
737,737,HR assistant,"May 9, 2022 - Associate in Hyderābād",4,"['good', 'work', 'life', 'balance', 'home', 'opportunity', 'place', 'learn', 'explore', 'process']","['salary', 'convincing', 'need', 'hiked', 'process']"
738,738,Positive experience,"May 9, 2022 - Customer Service Associate in Pune",4,"['managers', 'helpful', 'kind', 'overtime', 'pay', 'nighttime', 'allowances', 'perks', 'also', 'included']","['ijps', 'less', 'increment', 'get', 'promoted', 'slow', 'process', 'metrics', 'need', 'managed', 'time', 'qualify']"
739,739,Stress free environment,"May 9, 2022 - Quality Specialist in Hyderābād",4,"['professional', 'environment', 'good', 'benifits']","['much', 'repetitive', 'tasks', 'less', 'learning']"
740,740,Good,"May 9, 2022 - Data Associate in Chennai",4,"['good', 'experience', 'working']","['work', 'motonous', 'mention']"
741,741,Good for freshers,"May 9, 2022 - Transaction Risk Investigator in Bangalore",4,"['work', 'security', 'wfh', 'good', 'culture']","['ca', 'learn', 'anything', 'new', 'job', 'want', 'need', 'take', 'time', 'work']"
742,742,Not bad,"May 9, 2022 - Virtual Technical Support Associate in Pune",3,"['role', 'wfh', 'good', 'training', 'support']","['random', 'change', 'shift', 'timings']"
743,743,Best Work life balance,"Apr 24, 2022 - Transaction Risk Investigator in Hyderābād",5,"['amazing', 'work', 'atmosphere', 'friendly', 'peers', 'healthy', 'growth', 'competition', 'performance', 'based', 'promotion']","['weird', 'weekoffs', 'login', 'time', 'periods']"
744,744,Good wok cultue,"Apr 24, 2022 - Customer Service Representative in Pune",5,"['shift', 'allowance', 'opportunity', 'work', 'load', 'r', 'best', 'market']","['find', 'except', 'work', 'hours']"
745,745,Great company to work,"Apr 24, 2022 - Seller Support Associate in Hyderābād",5,"['awesome', 'work', 'culture', 'great', 'learning']","['may', 'get', 'worst', 'managers']"
746,746,Best place to work for Sales,"Apr 24, 2022 - Client Relationship Manager in Chennai",5,"['good', 'benefits', 'always', 'toes', 'great', 'learning', 'highly', 'motivated', 'people', 'around', 'employee', 'friendly']","['fast', 'paced', 'kind', 'ok', 'times', 'bit', 'hectic']"
747,747,CSR,"Apr 24, 2022 - Customer Service Representative in Noida",5,['name'],['name']
748,748,Good job,"May 8, 2022 - Associate in Pune",4,"['good', 'job', 'great', 'work', 'culture', 'leave', 'policies']","['much', 'career', 'progression', 'salary', 'increment']"
749,749,Amazon work culture,"May 8, 2022 - Applications Engineer in Chennai",4,"['amazing', 'experience', 'amazon']","['worked', 'year', 'issues']"
750,750,Good,"May 8, 2022 - SPS Mentor in Bangalore",4,"['awesome', 'company', 'work']","['dramatic', 'managers', 'hired', 'bpo']"
751,751,Great place to work,"May 8, 2022 - Catalog Specialist in Bangalore",4,"['great', 'environment', 'work', 'life', 'balance', 'management', 'good', 'supportive', 'team', 'members']","['much', 'learning', 'growth', 'slow']"
752,752,,"May 8, 2022 - Business Manager in Gurgaon, Haryana",4,"['decent', 'company', 'work']","['performance', 'completely', 'based']"
753,753,good,"May 9, 2022 - Digital Content Associate in Chennai",2,"['good', 'work', 'culture']","['politics', 'much', 'put', 'soap', 'higher', 'officials']"
754,754,Good,"May 9, 2022 - Lead Associate in Chennai",2,"['good', 'concern', 'work', 'home']","['much', 'work', 'pressure']"
755,755,good place to work with,"May 8, 2022 - Customer Service Associate in Pune",3,"['flexible', 'shifts', 'exciting', 'salaries', 'friendly', 'environment']","['performance', 'night', 'shifts', 'concern', 'also', 'workload', 'comparatively', 'higher']"
756,756,Fr,"Apr 22, 2022 - Senior Catalog Associate in Bangalore",5,"['ambiance', 'work', 'life', 'balance', 'good']","['less', 'salary', 'benefits', 'big', 'expectations']"
757,757,Great job,"Apr 23, 2022 - Software Development Engineer (SDE) in Gurgaon, Haryana",5,"['good', 'salary', 'work', 'environment']","['sometimes', 'quite', 'hectic']"
758,758,Good place to grow if you are willing to work,"Apr 23, 2022 - SDS Associate in Calcutta",5,"['growth', 'engaging', 'benefits', 'work', 'time', 'adherence']","['work', 'pressure', 'might', 'feel', 'monotonous', 'times', 'wbl']"
759,759,Very Good,"Apr 23, 2022 - Applications Engineer in Chennai",5,"['best', 'work', 'experience', 'good', 'career', 'path']","['could', 'benefits']"
760,760,Great to learn,"May 7, 2022 - Operations Executive in Bangalore",4,"['good', 'learning', 'program', 'management', 'data', 'analysis', 'solution', 'model', 'risk', 'mitigation']","['work', 'load', 'comparatively', 'high', 'aws', 'tools', 'still', 'manual', 'effort', 'required']"
761,761,very good,"May 7, 2022 - D2AS ASSOCIATE in Hyderābād",4,"['good', 'experience', 'work', 'environment']","['none', 'think']"
762,762,04-May,"May 7, 2022 - Business Operations Specialist in Hyderābād",4,"['great', 'work', 'culture', 'good', 'wages']","['difficult', 'maintain', 'balance']"
763,763,good,"May 7, 2022 - Sps Associate in Bangalore",4,"['good', 'place', 'work', 'fun', 'environment']","['targets', 'impossible']"
764,764,Goood,"May 7, 2022 - Anonymous Employee in Hyderābād",4,"['positive', 'friendly', 'caring', 'environment']","['con', 'mention', 'according', 'experience']"
765,765,Great company is built by great people Like us,"Apr 16, 2022 - Seller Support Associate in Bangalore",5,"['highly', 'motivated', 'people', 'work', 'designated', 'motivation', 'achieve', 'best', 'output', 'salary', 'paid', 'time', 'less', 'stressful', 'good', 'opportunity', 'role', 'supervisors', 'team', 'mate', 'building', 'practical', 'thinking']","['cons', 'identified', 'far']"
766,766,Great company and fabulous work environment.,"Apr 21, 2022 - AWS Solutions Architect in Calcutta",5,"['get', 'manage', 'task', 'assignments', 'micromanagement', 'learning', 'ambitious', 'learners', 'great', 'work', 'life', 'balance', 'separate', 'family', 'time', 'fabulous', 'smart', 'colleagues']","['big', 'cons', 'yet']"
767,767,idkk,"Apr 21, 2022 - Data Scientist in Mumbai",5,"['good', 'salary', 'co', 'workers']","['good', 'work', 'environment']"
768,768,Gud company,"Apr 22, 2022 - VBI-RC Associate in New Delhi",5,"['supportable', 'managers', 'good', 'working', 'atmosphere']","['cons', 'till', 'company', 'everyone', 'amazing']"
769,769,Great work culture,"Apr 22, 2022 - Transaction Risk Investigator in Hyderābād",5,"['diversity', 'great', 'leadership', 'colleagues', 'helpful']","['transparency', 'needed', 'terms', 'performance', 'evaluation']"
770,770,Good,"Apr 22, 2022 - Subject Matter Expert in Bangalore",5,"['good', 'place', 'freshers', 'lot', 'learning']","['slow', 'growth', 'management', 'politics', 'amateur']"
771,771,Good Work culture,"May 6, 2022 - Anonymous Employee in Chennai",4,"['flexible', 'supportive', 'good', 'work', 'life', 'balance', 'perks', 'appreciation']","['low', 'growth', 'compitition', 'pressure', 'big', 'management', 'procedures']"
772,772,Great Experience,"May 6, 2022 - Customer Service Associate in Noida",4,"['great', 'atmosphere', 'good', 'learning', 'balance']","['average', 'payout', 'monotonous', 'versatile']"
773,773,Good for freshers,"May 6, 2022 - Associate, Quality Services in Chennai",4,"['culture', 'growth', 'benefits']","['ctc', 'compared', 'companies', 'promotions', 'wo', 'given', 'atleast', 'years']"
774,774,Great place,"May 6, 2022 - Anonymous Employee in Hyderābād",4,"['career', 'growth', 'highest', 'industry', 'comp']","['work', 'life', 'balance', 'free', 'food']"
775,775,good,"May 6, 2022 - Software Engineer in Hyderābād",4,"['balance', 'productive', 'work', 'good', 'environment']","['less', 'mentorship', 'lesson', 'new', 'employees', 'decisons']"
776,776,Good work culture,"May 6, 2022 - Senior Catalog Associate in Chennai",4,"['amazon', 'always', 'get', 'opportunity', 'learn', 'new', 'things', 'even', 'non', 'tech', 'role', 'improve', 'technical', 'skills']","['sometimes', 'feel', 'pressure', 'due', 'business', 'needs', 'time', 'always', 'fun', 'amazon']"
777,777,Good 👍company,"May 7, 2022 - Costomer Service Representative in Hyderābād",2,"['amzon', 'biggest', 'company', 'utilse', 'skillss', 'improve', 'career', 'path']","['aim', 'get', 'good', 'job', 'improve', 'knowledge']"
778,778,Good Work Culture,"May 6, 2022 - Software Development Engineer (SDE) in Bangalore",3,"['faster', 'growth', 'better', 'pay', 'great', 'work', 'culture']","['competative', 'work', 'culture', 'timings']"
779,779,good place to work,"May 6, 2022 - in Bangalore",3,"['salary', 'time', 'extra', 'pay', 'office', 'environment']","['favouritism', 'lack', 'growth', 'opportunities', 'office', 'politics']"
780,780,Too much politics,"May 6, 2022 - Data Analyst in Hyderābād",3,"['work', 'life', 'balance', 'leaves', 'maternity', 'benefits', 'learning', 'business']","['politics', 'appraisal', 'feedback', 'based', 'others', 'opinions', 'instead', 'deliverables', 'recognition', 'work', 'support', 'half', 'package', 'form', 'good']"
781,781,Executive Customer Representative,"Apr 21, 2022 - Executive Customer Representative in Indore",5,"['work', 'life', 'balance', 'salary', 'meal', 'cards']","['none', 'found', 'till']"
782,782,Best place to work !,"Apr 21, 2022 - T4 Associate in Mumbai",5,"['guide', 'every', 'step', 'right', 'training', 'production', 'world', 'class', 'facility', 'managers', 'leaders', 'welcoming', 'supportive']",['nothing']
783,783,Always Day1 @Amazon,"Apr 21, 2022 - Software Development Engineer In Test (SDET) II in Bangalore",5,"['career', 'focussed', 'get', 'work', 'lot', 'awesome', 'teams', 'excellent', 'office', 'infrastructure', 'process', 'management', 'best', 'worked', 'learn', 'batch', 'people', 'including', 'technical', 'managerial', 'skills', 'pay', 'structure', 'highly', 'beneficial']","['apart', 'pay', 'lot', 'benefits', 'like', 'parental', 'insurance', 'working', 'hours', 'long', 'especially', 'home', 'huge', 'system', 'hence', 'learning', 'curve', 'somewhat', 'high', 'compared', 'others']"
784,784,Amazon,"Apr 21, 2022 - in Noida",5,"['work', 'life', 'balance', 'great', 'leadership']","['pay', 'scale', 'great']"
785,785,Awsome,"Apr 21, 2022 - Channel Team Lead in New Delhi",5,"['great', 'organization', 'better', 'opportunities', 'growth']","['cons', 'observed']"
786,786,Good,"Apr 21, 2022 - Business Analyst in Bangalore",5,"['good', 'company', 'work']","['cons', 'company']"
787,787,Good company,"Apr 21, 2022 - Customer Service Associate in Pune",5,"['get', 'work', 'great', 'managers', 'easy', 'leave', 'policies']","['upper', 'management', 'never', 'accepts', 'mistakes']"
788,788,Good,"Apr 21, 2022 - Software Development Engineer (SDE) in Hyderābād",5,"['nice', 'money', 'reputation', 'pride']","['work', 'load', 'heavy', 'yes']"
789,789,Work culture and salary,"Apr 21, 2022 - Software Development Engineer (SDE) in Bangalore",5,"['one', 'best', 'work', 'life', 'balance', 'good', 'team', 'manager', 'latest', 'ctc', 'compare', 'mncs']","['sometimes', 'attend', 'meetings', 'totally', 'belongs', 'team']"
790,790,good,"Apr 21, 2022 - Customer Service Associate in Pune",5,"['good', 'amazon', 'heaven']","['nothing', 'working', 'amazon']"
791,791,Interview & Onboarding,"May 4, 2022 - Senior FinOps Analyst in Pune",4,"['got', 'interview', 'call', 'process', 'happened', 'quick', 'smooth', 'recruiting', 'manager', 'helpful', 'questions', 'practical', 'applicable', 'job', 'profile', 'interviewer', 'asked', 'act', 'role', 'amazon', 'employee', 'discussion', 'vendor', 'since', 'hiring', 'disputes', 'team', 'also', 'another', 'question', 'made', 'positive', 'impact', 'onboarding', 'easy', 'make', 'feel', 'comfortable', 'relaxed', 'every', 'detail', 'shared', 'email', 'kind', 'explain', 'various', 'aspects', 'salary', 'negotiated', 'offer', 'hand']","['wish', 'process', 'training', 'also', 'could', 'due', 'online', 'onboarding', 'constraints', 'manager', 'busy', 'buddy', 'available', 'reply', 'little', 'time', 'genuinely', 'spare']"
792,792,GOOD WORK PLACE,"May 5, 2022 - Investigator in Hyderābād",4,"['good', 'work', 'culture', 'well', 'trained', 'team', 'leaders']","['starting', 'may', 'face', 'difficulty', 'team', 'members', 'help']"
793,793,Good,"May 5, 2022 - Investigations Specialist in Bangalore",4,"['okay', 'company', 'pay', 'less']","['pay', 'lesss', 'honest']"
794,794,Most suitable for the people in their early and mid twenties,"May 5, 2022 - Transaction Risk Investigator in Bangalore",4,"['leaves', 'benefits', 'thing', 'amazon', 'person', 'working', 'operations', 'department', 'sick', 'casual', 'annual', 'along', 'optional', 'offs', 'mandatory', 'hence', 'total', 'get', 'around', 'days', 'year', 'plan', 'accordingly', 'wo', 'affect', 'team', 'shrinkage', 'company', 'performance', 'also', 'yearly', 'bonus', 'hike']","['though', 'hike', 'operations', 'department', 'considerably', 'low', 'respect', 'tech', 'teams', 'process', 'kind', 'repetitive', 'growth']"
795,795,It is good for freshers,"May 5, 2022 - Customer Service Associate in Pune",4,"['good', 'manager', 'environment', 'amazon']","['frustrating', 'customer', 'reviews']"
796,796,Monotonous,"May 5, 2022 - Quality Associate in Hyderābād",4,"['much', 'work', 'good', 'team']","['repetitive', 'nature', 'scope', 'improvement']"
797,797,Okay if your a PM,"May 6, 2022 - User Experience Designer in Bangalore",2,"['large', 'scale', 'impact', 'designing', 'active', 'users', 'india']","['pm', 'focused', 'fit', 'finish', 'takes', 'back', 'seat', 'design', 'driven', 'company']"
798,798,Dissatisfaction at work,"May 6, 2022 - Business Operations Specialist in Hyderābād",2,"['flexibility', 'work', 'long', 'hours']","['opportunity', 'visible', 'position', 'growth', 'unrealistic', 'deadlines', 'meet']"
799,799,great place to work,"May 5, 2022 - Controllership Specialist in Hyderābād",3,"['great', 'place', 'work']","['slow', 'career', 'growth', 'company']"
800,800,good,"Apr 20, 2022 - Seller Support Associate in Chennai",5,"['great', 'job', 'fresher']","['none', 'still', 'learn', 'lot']"
801,801,Very good,"Apr 20, 2022 - Sps Associate in Bangalore",5,"['lot', 'learn', 'good']",['nothing']
802,802,Nice place to work,"Apr 20, 2022 - Anonymous Employee in Chennai",5,"['work', 'life', 'balance', 'nice', 'salary']","['boring', 'repeating', 'work']"
803,803,Great place to work,"Apr 20, 2022 - Program Manager in Bangalore",5,"['dynamic', 'work', 'environment', 'growth', 'opportunities', 'flexible']","['performance', 'review', 'process', 'happens', 'yearly', 'basis']"
804,804,A great job profile,"Apr 20, 2022 - Associate Site Merchandiser in Bangalore",5,"['really', 'loved', 'work', 'learning', 'role', 'tremendous']","['could', 'little', 'stressful', 'atleast', 'events']"
805,805,na,"Apr 20, 2022 - Associate in Bangalore",5,"['work', 'life', 'balance', 'amazing']","['time', 'feel', 'boring', 'task', 'everyday']"
806,806,Good,"Apr 20, 2022 - Catlog Associate in Indi, Karnataka",5,"['good', 'work', 'culture', 'friendly', 'coleagues']","['big', 'cons', 'company']"
807,807,Good culture,"Apr 20, 2022 - Transaction Risk Investigator in Bangalore",5,"['great', 'workplace', 'better', 'benefits', 'employees']","['afraid', 'anyone', 'lot', 'micromanagement', 'scared', 'escalating', 'issues', 'place']"
808,808,You need to experience the Amazon Culture,"Apr 20, 2022 - Device Associate I in Bangalore",5,"['months', 'since', 'joined', 'amazon', 'really', 'enjoy', 'working', 'manager', 'colleagues', 'everyone', 'extremely', 'supportive', 'kind', 'empathetic', 'drive', 'clear', 'goals', 'team', 'efforts', 'seen']","['working', 'home', 'right', 'bit', 'communication', 'gap', 'issue', 'office', 'opening', 'soon']"
809,809,Company review,"May 3, 2022 - Senior Compliance Associate in Bangalore",4,"['work', 'environment', 'great', 'vast', 'opportunities']",['con']
810,810,It's a good place to work,"May 4, 2022 - Transportation Specialist in Hyderābād",4,"['employee', 'friendly', 'company']","['nice', 'place', 'work', 'much', 'stress', 'per', 'pay']"
811,811,Amazing company to start your career,"May 4, 2022 - Ad Ops Services Associate in Bangalore",4,"['infrastructure', 'great', 'good', 'visibility', 'top', 'performer', 'based', 'skillset']","['none', 'fresher']"
812,812,Good work life balance,"May 4, 2022 - Catalog Associate in Chennai",4,"['work', 'life', 'balance', 'benefits', 'good', 'office', 'space', 'culture']","['pay', 'low', 'management', 'great']"
813,813,Not good,"May 5, 2022 - Manager in Bangalore",2,"['pros', 'mention', 'good', 'time']","['high', 'workload', 'time']"
814,814,Customer Service Representative,"May 4, 2022 - Customer Service Representative in Coimbatore",3,"['good', 'place', 'work', 'settle']","['nice', 'work']"
815,815,Tough Place,"May 4, 2022 - Program Manager II in Hyderābād",3,"['salary', 'decent', 'india']","['working', 'timelines', 'super', 'abrasive']"
816,816,Worked kn various types of leave requested by employees and processing their payments and benefits,"Apr 19, 2022 - ERC - DLS Associate in Hyderābād",5,"['amazing', 'work', 'culture', 'career', 'opportunities', 'salary', 'increment', 'perks', 'benefits']",['cons']
817,817,employment status,"Apr 19, 2022 - Advisor in Hyderābād",5,"['fun', 'place', 'work', 'many', 'opportunities']","['growth', 'sometimes', 'becomes', 'slow']"
818,818,Pathetic work culture,"May 25, 2022 - Software Development Engineer in Hyderābād",1,"['pay', 'good', 'benefits', 'decent']","['work', 'life', 'balance', 'pathetic']"
819,819,Excellent place to work,"Apr 30, 2022 - Virtual Customer Service in Calcutta",4,"['timely', 'salary', 'end', 'month', 'targets', 'good', 'behaviour', 'managers', 'helpful', 'great', 'work', 'culture', 'meal', 'pass']","['salary', 'structure', 'could', 'better', 'lesser', 'growth', 'opportunities', 'hectic', 'mismanaged', 'rewarding', 'system']"
820,820,PRESSURE!!,"May 4, 2022 - VBI-RC Associate in Noida",2,"['like', 'meal', 'card', 'internet', 'allowance', 'overtime']","['much', 'hectic', 'one', 'dedicate', 'full', 'shift', 'hours', 'screen', 'without', 'moving', 'bit', 'meet', 'stringent', 'targets', 'time', 'else', 'wo', 'live', 'peacefully', 'single', 'day', 'work', 'like', 'robot', 'exactly', 'worst', 'job', 'move', 'minutes', 'hrs', 'stretch', 'food', 'rest', 'nonstop', 'taking', 'huge', 'load', 'brain', 'salary', 'par', 'per', 'expertise', 'demands', 'join', 'nightmare']"
821,821,Awesome place to work,"Apr 15, 2022 - in Pune",5,"['streamlined', 'work', 'culture', 'life', 'balance', 'helps', 'stay', 'amazon']","['many', 'say']"
822,822,Tron associate,"Apr 8, 2022 - Tron Associate in Bangalore",5,"['one', 'best', 'work', 'culture', 'lots', 'benifits', 'including', 'ta', 'food', 'allowance']","['process', 'hectic', 'around', 'joined', 'position', 'got', 'company', 'knowledge', 'tron']"
823,823,AWSome Company !,"Apr 18, 2022 - Technical Account Manager in Pune",5,"['good', 'package', 'day', 'culture', 'learning', 'curve', 'work', 'life', 'balance']",['name']
824,824,Excellent,"Apr 18, 2022 - Transaction Risk Investigator in Bangalore",5,"['work', 'environment', 'training', 'sessions', 'learning']","['manager', 'responsiveness', 'week', 'offs', 'breaks']"
825,825,Job Experience,"Apr 18, 2022 - Production Editor in Chennai",5,"['wonderful', 'place', 'learn', 'leap']","['getting', 'promotion', 'much', 'difficult']"
826,826,Product Compliance,"Apr 18, 2022 - Senior Associate in Bangalore",5,"['excellent', 'work', 'life', 'balance', 'benifits']","['negatives', 'company']"
827,827,Great at everything,"Apr 18, 2022 - Seller Support Associate in Hyderābād",5,"['work', 'pressure', 'better', 'salary', 'companies', 'around', 'leaves', 'per', 'year', 'apply', 'directly', 'without', 'requesting', 'anyone', 'part', 'growth', 'oppurtunities', 'given', 'choice', 'choose', 'wfh', 'joined', 'march']","['nothing', 'per', 'experience']"
828,828,Pathetic work culture,"May 25, 2022 - Software Development Engineer in Hyderābād",1,"['pay', 'good', 'benefits', 'decent']","['work', 'life', 'balance', 'pathetic']"
829,829,Excellent place to work,"Apr 30, 2022 - Virtual Customer Service in Calcutta",4,"['timely', 'salary', 'end', 'month', 'targets', 'good', 'behaviour', 'managers', 'helpful', 'great', 'work', 'culture', 'meal', 'pass']","['salary', 'structure', 'could', 'better', 'lesser', 'growth', 'opportunities', 'hectic', 'mismanaged', 'rewarding', 'system']"
830,830,PRESSURE!!,"May 4, 2022 - VBI-RC Associate in Noida",2,"['like', 'meal', 'card', 'internet', 'allowance', 'overtime']","['much', 'hectic', 'one', 'dedicate', 'full', 'shift', 'hours', 'screen', 'without', 'moving', 'bit', 'meet', 'stringent', 'targets', 'time', 'else', 'wo', 'live', 'peacefully', 'single', 'day', 'work', 'like', 'robot', 'exactly', 'worst', 'job', 'move', 'minutes', 'hrs', 'stretch', 'food', 'rest', 'nonstop', 'taking', 'huge', 'load', 'brain', 'salary', 'par', 'per', 'expertise', 'demands', 'join', 'nightmare']"
831,831,Awesome place to work,"Apr 15, 2022 - in Pune",5,"['streamlined', 'work', 'culture', 'life', 'balance', 'helps', 'stay', 'amazon']","['many', 'say']"
832,832,Tron associate,"Apr 8, 2022 - Tron Associate in Bangalore",5,"['one', 'best', 'work', 'culture', 'lots', 'benifits', 'including', 'ta', 'food', 'allowance']","['process', 'hectic', 'around', 'joined', 'position', 'got', 'company', 'knowledge', 'tron']"
833,833,AWSome Company !,"Apr 18, 2022 - Technical Account Manager in Pune",5,"['good', 'package', 'day', 'culture', 'learning', 'curve', 'work', 'life', 'balance']",['name']
834,834,Excellent,"Apr 18, 2022 - Transaction Risk Investigator in Bangalore",5,"['work', 'environment', 'training', 'sessions', 'learning']","['manager', 'responsiveness', 'week', 'offs', 'breaks']"
835,835,Job Experience,"Apr 18, 2022 - Production Editor in Chennai",5,"['wonderful', 'place', 'learn', 'leap']","['getting', 'promotion', 'much', 'difficult']"
836,836,Product Compliance,"Apr 18, 2022 - Senior Associate in Bangalore",5,"['excellent', 'work', 'life', 'balance', 'benifits']","['negatives', 'company']"
837,837,Great at everything,"Apr 18, 2022 - Seller Support Associate in Hyderābād",5,"['work', 'pressure', 'better', 'salary', 'companies', 'around', 'leaves', 'per', 'year', 'apply', 'directly', 'without', 'requesting', 'anyone', 'part', 'growth', 'oppurtunities', 'given', 'choice', 'choose', 'wfh', 'joined', 'march']","['nothing', 'per', 'experience']"
838,838,Work Culture,"May 2, 2022 - Product Compliance Manager in Bangalore",4,"['flexible', 'work', 'structure', 'focus', 'diversity', 'equality', 'inclusion']","['focus', 'compensation', 'required']"
839,839,Hectic but rewarding,"May 2, 2022 - Data Analyst in Bangalore",4,"['best', 'support', 'peers', 'management']","['extra', 'long', 'working', 'hours', 'sometimes', 'work', 'weekends', 'also']"
840,840,Amazon Customer Service Executive International Voice (For NA Customers),"May 2, 2022 - in Hyderābād",4,"['develop', 'interpersonal', 'communication', 'language', 'skills', 'western', 'work', 'culture', 'broad', 'minded', 'extroverted', 'people', 'amazing', 'employee', 'benefits', 'rotational', 'shift', 'timings', 'day']","['work', 'might', 'get', 'boring', 'stressful', 'period', 'time', 'physical', 'activity', 'desk', 'job', 'requiring', 'lot', 'mental', 'ability', 'skill', 'set', 'personal', 'life', 'balance', 'become', 'bit', 'plan', 'day', 'properly']"
841,841,Site Lead - Last mile delivery station,"May 3, 2022 - Operations Manager in Indore",2,"['employee', 'benefits', 'salary', 'leaves', 'incentive']","['much', 'politics', 'lack', 'leadership', 'support', 'weak', 'hr', 'long', 'work', 'hours', 'pressure', 'resulting', 'unnecessary', 'stress']"
842,842,Depends on the team you work for,"May 2, 2022 - Program Manager in Bangalore Rural",3,"['learning', 'growth', 'skills']","['pay', 'promotion', 'hike', 'horrible', 'amount', 'work', 'person']"
843,843,Low work life balance,"May 2, 2022 - Team Leader in Calcutta",3,"['package', 'days', 'work', 'benefits']","['excessive', 'pressure', 'dictatorship', 'bad', 'appraisal']"
844,844,Good work culture,"May 2, 2022 - Process Associate in Bangalore",3,"['amazing', 'work', 'culture', 'great', 'support', 'team']","['stressful', 'work', 'wish', 'better', 'load', 'management']"
845,845,RME Coordinator at Amazon India(ASSPL) with 2+ years of experience in Facility Management.,"May 2, 2022 - RME Coordinator in Calcutta",3,"['career', 'development', 'good', 'work', 'environment', 'benefits', 'compensations']","['average', 'balance', 'availability', 'pto', 'promotion', 'dependent', 'reporting', 'manager', 'feedback']"
846,846,Great Work Culture,"Apr 17, 2022 - Sales Associate in Bangalore",5,"['managers', 'helpful', 'guide', 'whenever', 'stuck', 'somewhere', 'great', 'facilities', 'provided', 'office', 'premises', 'like', 'gaming', 'canteen', 'kitchenette', 'proper', 'process', 'made', 'every', 'actionable', 'item', 'fast', 'reimbursement', 'work', 'expenses']","['high', 'competition', 'next', 'level', 'promotions']"
